Names,inchikey,fingerprints
adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,11000000011100111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000000000000100000000100000000000000000000000100000011100111000011001011100000110000001011111000010111111010011000001011000000000101000000000000100000110011000010110010000000000100000001000000000101101000100010001000010100000000000010101000000100000001010000101010000010000100000110101100000000010010000001100100001000000000111100100010000001000000011110000000000000010110100110000000000100000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
N-propionylalanine,INPGLFHHFHOGRM-UHFFFAOYSA-N,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000100000100000000010110000000000001000000000000010000000000000000001100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000000000000000000000000000100000000001000100000000000000000000000001011000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
butyrylcarnitine (C4),QWYFHHGCZUCMBN-UHFFFAOYSA-N,11100000011100100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000100000010100111000011000000000000110000000100000100000000011000000000000010000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000100000000000010100000000001000000000000000000001110000000000000000000001010010000000000000000100000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
propionylglycine (C3),WOMAZEJKVZLLFE-UHFFFAOYSA-N,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000000000110000011000000000000100000000100000100000000010110000000000001000000000000010000000000000000001100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000000000000000000000000000100000000001000000000000000000000000000001011000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
theophylline,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,11000000011000111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011000000000000000000000000001111000000000000100000000000000000000000000000000100000001000000000011001011000000100000001111011000000010111110010011001000000000000101010000000000100000111011100010111010000000000100000001000000000101101100101110001000010100000000000010101000110000001101010000101010001000000100000000100100000001000010000000100100000100000000101000000000010001000000010000000011100100010010000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
p-cresol glucuronide*,JPAUCQAJHLSMQW-XPORZQOISA-N,11100000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000010100101100001001100000000011001100100000111010000000000000000000011000000000100010000000001000100000110100100000100000000010000000100000100000000000001000000010000000000000000010001000100000000001010001100000100010001000000111010011011000110110100001000011000100011110101000100111100000100000101001011110000000010001000011111010100000000111110010101110110000001100010011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
maltol,XPCTZQVDEJYUGT-UHFFFAOYSA-N,10000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000100101000001000000000000010000000100000000000000000000000000000011000000000100010000000000010100000010100100000000000000010000000000000100000000000001000000010000000000000000010000000100000000000010000000000000001001000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000010000000000110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4-acetamidobenzoate,QCXJEYYXVJIFCE-UHFFFAOYSA-N,11000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000001000100000011001100000000000001100101100100010000010110000000000001000000000100010000000001000100101110100100101100000000000100000100000000000000000001001010000001000000000000010001000100000000001000000000110110011001000000010000010011000110010110000001001010110010001100001000111000100001000011001001101010000000001110010001101100110000111100110001101100100100011100111100000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3-hydroxydodecanedioate*,FYVQCLGZFXHEGL-UHFFFAOYSA-N,11100000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010110000000000000000000000000000000000100000000000000000001010010000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1-oleoyl-GPC (18:1),YAMUFBLWGFFICM-PTGWMXDISA-N,11110000011110100011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000100000000000000000100000010100111000011000000000000110000000100000100000000011000000000000011100010000100010000100000000100000110100100000100010000000000000000000000000000000001000000000000000000000000010000000100000000001000010000000000000001000000000110001000000010010000000000000000100000000000000100000000000000000000001011000000000000000000110110000000000000011100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3-methyl-2-oxobutyrate,QHKABHOOEWYVLI-UHFFFAOYSA-N,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110100000100100000001000000000000000000000100000100000000000000000000000001000000000000010000000000010000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5-methylcytosine,LRSASMSXMSNRBT-UHFFFAOYSA-N,10000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000110000000000110000010000000000000100000000110000000000000010110000000000000000000000101010000000001000010000011000010101010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
apiin,NTDLXWMIWOECHG-MFMSCHSJSA-N,11100000011110000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001101000110000010000001000000000000000000000000000000000000000000000000100000010100000000000000000000000001101000000000000000000000100000000000000000000000110001010100101100001001100000000011001100000000111010000000000000000000011000000000100010000000001010100000010100100000000000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111010011011100110110100001100011010100011010101000100111100101100000101001011110000000010101000011111011100100000111110010001110110010101100110011100010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000
dipicolinate,WJJMNDUMQPNECX-UHFFFAOYSA-N,10000000011000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000000000000100000000000000000000000100000001000100000011001011000000000001100001000100010010010000010000001001000000000101010000000000100100100111100100100110000000100100000101000000000100000001001110000001000100000000010001001100000100001101100000110110011011000000010100010011011110010110000001001010110110001100001000111000100001000011001001100000000000001110110001101100110000111100110001100100000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,11000000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000010000000000000000000000000000000000000000000000000000000100000010100000000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000000001100000000011010000000000000000000011000000000100010000000001010100000010100100000000000000010000000100000100000000000001001000010000000000000000010001000100000000001010001100000100011001000000011000010011100110110100001100011010100011010100000100111100101100000101001011110000000010101000010001011100100000111110010001110110010101100110011100010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000
sphingosine,WWUZIQQURGPMPG-CCEZHUSRSA-N,11110000011110100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000111100111000011000000000000110000000100000000000000000010000000000001000000000100000000000000000100000010000100000000000000000000000000000000000000000001000000000000000000000000010000000100010000000000000000000000000001000000000100001010000000010000000000000000100000000000000000101000000000000000001011001000000000000000010000001000000000011000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3-ureidopropionate,JSJWCHRYRHKBBW-UHFFFAOYSA-N,11000000011000110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000000000110000011000000000000100000000010000100000000010110000000000001000000000000010000000000000000000100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001000010000000000000000000100000000000000000001000000000000000000000000000000001000100000000000000000000100001011000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
quinine,LOUPRKONTZGTKE-WGFDLZGGSA-N,11100000011110110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000101100010110001011000100000000000000000000000000000000000000000101100011111000000000000000000000001111000000000000000000000100000000000000000000000110100111100111000011001111000000110001111101100011011110011000010000001011000000000101000000000001100110100011001110100010000000000100000101000100000100000001100010010001000100000000010001101100000100000001111100110110010011000000011100011011011100010110001001011000110011011100001000111000000101000011001001100000000010001110110001111100000000111101100001110000011111100000011101000000001000000000000010000000000000000000000100000000000000000000000001000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000
N-acetylmuramate,MNLRQHMNZILYPY-MKFCKLDKSA-N,11100000011100100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000111100111100011000000000000111000000100000100000000010110000000000011000000000000010000000000000000001100100000001100000000010000000000000000000000000000000000000000000000000000000000000000010000001010010000000000000000000000100110001000000000010000000001000000000000100000001110100000000000000000001110001011000000000100101110000000000000001111100000111000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000110100101000110000011000000000000100000000100000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000000100010000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
noroxycodone,RIKMCJUNPCRFMW-ISWURRPUSA-N,11100000011110100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001111000110000011000001000000000000000000000000000101100000000001001000111100010000000000000000000000000001111000000000000100000000100000000000000000000000111001111100111000011001100000000110001100100000011010000010110000000000011000000000100010000000001010100000010100100000000000000010000000100000100000000000001000000010000000000000000010001000100010000001010011101000100010001000000011110010011000110010100001001011000100011111100001100111100000100010101001011101000000010001100110101010100000000111111110101111110111111111110111111010000000000000000000010000000000000000000110000100000000000000110100000000000000000110100100000000000000110100101000000000000000000000000000000000000000000000000000000
curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000010001100100000011010000000000000000000011000000000100010000000001010100000010100100000000000000000000000100000100000000000001000000010000000000000000010001000100000000001000001101000100011001000000011010010011000110010100011100011000100011010100000000111000000100011001001001100000000010001000010111011100110000111100000001100000000010000000011100010000000000000000000010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000
N-acetyltyrosine,CAHKINHBCWCHCF-JTQLQIEISA-N,11000000011100100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000101100110000011001100000000100001100100000111010000010110000000000001000000000100010000000001000100001110100100001100000000000000000100000000000000000001000000010000000000000000010001000100010000001100011100000100010001000000010100010011000110010100000101001000100110011100001000111000000000000001001001101011000010001100110001001100000000111100110001100100010100000100011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1-methylnicotinamide,LDHMAVIPBRSVRG-UHFFFAOYSA-O,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000000000000000000000000000110000000000110000011001101000000100001111101000000010010011010011000001000000000000101010000000001000110001011101110101010000000000100000101000000000100000001101010000001000100000000010001101100000100001001110000110010011011000000010000010000011111010110000001101010110010001100001000010000110001000011000001000000000000000110010001100100111000110000110000000000100000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
THC carboxylic acid,YOVRGSHRZRJTLZ-UHFFFAOYSA-N,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000100000010000000000000000000000000000000000000000000000000000000100100010000000000000000000000000001101000000000000000000000100000000000000000000000110101000100100000001001100000000000001100100000111010000000000000000000011000000000100010000000001000100000110100100000100000000000000000100000100000000000001000000010000000000000000000001000100000000001000001100000100011001000000011000010011100110010100001100011000100011010100000100111100000100000101001011100000000010101000010001011100110000111100010001110100011111100100011101100000000000000000000010000100000000000000010000000000000000000100000000000000000000010000100000000000000010000000000000000000000000000000000000000000000000000000000000
N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,10000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000000000000000110000011000000000000100000000100000100000000010110000000000001000000000000010000000000000000001100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000100010000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000001011000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
(12 or 13)-methylmyristate (a15:0 or i15:0),ZOCYQVNGROEVLU-UHFFFAOYSA-N,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110100000000100000001000000000000000000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100011100000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
acisoga,OAUYENAPBFTAQT-UHFFFAOYSA-N,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000100000000000110000011000000000000100000000100000000000000011110000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000000000000000000000000000000000010000001000010000000000000000000000000000000000000010000000000001100000000000000000001000000000000000000000000000001011000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3-hydroxystearate,POMQYTSPMKEQNB-UHFFFAOYSA-N,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010110000000000000000000000000000000000100000000000000000001010010000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"bilirubin (E,E)*",BPYKTIZUTYGOLE-BMNRKXRESA-N,11110000011111111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010110001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000001111000000000000100000000100000000000000000000000110000001000100000011001111000000000000000101000100010010010110010011001001000000000101010000000001100100101111100100101110000000000100000101000000000100000001000010000001000100000000010001001100100100001001100000100010011011000000010000010000001110010110000001101000010010001100001000110000000001000011001001001010000000000110010001100100100000111100110001101100111110011100111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
glucosamine 6-sulfate,MTDHILKWIRSIHB-QZABAPFNSA-N,11000000011000100011110000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000111100111100011000000000000111000000000000100000000000010000000000011010000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100110001000000000010000000001000000000000000000000110100000000000000000001110001000000000000000001110000000000000001111100000111000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
amlodipine,HTIQEAQVCYTUBX-UHFFFAOYSA-N,11100000011110110011100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000010000100000000000000000000000000000000110100001010111000011001100000100110001100100000100010000010110000000000010000000000100010000000001000100100110100100100100000000000000000100000000000000000001000000000010100000000000010001000100010000001000000000000001011001000000010100010010000110010100000010011001100010000100000110011000000000000001001001001000000000000100110001010100101000111100010001110111011101000100011101000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
"N,N-dimethylalanine",QCYOIFVBYZNUNW-BYPYZUCNSA-N,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000000000000000000000100000101000110000011000000000000100000000100000100000000011000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001100010000000000000000000000000100000000000000000000000000000000000100000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
saccharopine,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,11100000011100110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000010110000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000100000000001000100000000000000000001000001000000000000100100000000000000000001101111000110111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
phenylacetylaspartate,SVFKZPQPMMZHLZ-UHFFFAOYSA-N,11000000011100100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000101000110000011001100000000100001100000000100010000010110000000000001000000000100010000000001000100001110100100001100000000000000000100000000000000000001000000000000000000000000010001000100010000001100010000000000010001000000010100010000000111010100000001001010100110001100001000110000000000000001001101001011000000000100110001000100000000111010110111000100010000000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
adrenate (22:4n6),TWSWSIQAPQLDBP-DOFZRALJSA-N,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010001100100000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
hydroxymethylpyrimidine,VUTBELPREDJDDH-UHFFFAOYSA-N,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000100000000000000000000000110000000000111000011001101100000110001011111011000010010110010010000001001000000000101000000000001000010010011001110110010000000000100000001000000000101001000100010000000010100000000000010101000000100000001110000100110000010000100000000001110010000000010000000100100101000000000001000100010000001000000010100000000000000010110000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
piperidine,NQRYJNQNLNOLGT-UHFFFAOYSA-N,11000000011000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000100000000000000000000000000000000100000000000110000010000000000000100000000000000000000000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000010000000001000000000000000000001000000000000000000000000000001000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
linoleate (18:2n6),OYHQOLUKZRVURQ-HZJYTTRNSA-N,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
tamsulosin,DRHKJLXJIQTDTD-OAHLLOKOSA-N,11100000011110110011100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001111000000100000100000100000000000000000000000000110000101100111000011101100000000110001100100000011110000010110000000000010000000010100000000000001000100000010000100000000001110000010000100000100000010000001000000010000000000000000010001000100010011010000011101000100010001000000011110010011000100010100001001011000100011011100001110011100000100010101001001101000000010001100110101010100000000111100100001100000010100000000011100010000000000000000000001000000000000000000000000110000000000000010000000000000000000001000000000000000000000000110000000000000000000000000000000000000000000000000000000
4-acetamidophenylglucuronide,IPROLSVTVHAQLE-BYNIDDHOSA-N,11100000011100100011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000100000011100101100011001000000000011001100101100111010000010110000000000011000000000100010000000000000100101110100100101100000000010100000100000100000000000001000010010001000000000000010001000100000000001010001100110110010001000000111010011011000110110110001001011000110011111101001100111100000101000111001011111010000010001110011111110100000000111111110100110110000001100010000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2-hydroxybehenate,RPGJJWLCCOPDAZ-UHFFFAOYSA-N,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000010000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
