,ASV 0,ASV 1,ASV 2,ASV 3,ASV 4,ASV 5,ASV 6,ASV 7,ASV 8,ASV 9,ASV 10,ASV 11,ASV 12,ASV 13,ASV 14,ASV 15,ASV 16,ASV 17,ASV 18,ASV 19,ASV 20,ASV 21,ASV 22,ASV 23,ASV 24,ASV 25,ASV 26,ASV 27,ASV 28,ASV 29,ASV 30,ASV 31,ASV 32,ASV 33,ASV 34,ASV 35,ASV 36,ASV 37,ASV 38,ASV 39,ASV 40,ASV 41,ASV 42,ASV 43,ASV 44,ASV 45,ASV 46,ASV 47,ASV 48,ASV 49,ASV 50,ASV 51,ASV 52,ASV 53,ASV 54,ASV 55,ASV 56,ASV 57,ASV 58,ASV 59,ASV 60,ASV 61,ASV 62,ASV 63,ASV 64,ASV 65,ASV 66,ASV 67,ASV 68,ASV 69,ASV 70,ASV 71,ASV 72,ASV 73,ASV 74,ASV 75,ASV 76,ASV 77,ASV 78,ASV 79,ASV 80,ASV 81,ASV 82,ASV 83,ASV 84,ASV 85,ASV 86,ASV 87,ASV 88,ASV 89,ASV 90,ASV 91,ASV 92,ASV 93,ASV 94,ASV 95,ASV 96,ASV 97,ASV 98,ASV 99,ASV 100,ASV 101,ASV 102,ASV 103,ASV 104,ASV 105,ASV 106,ASV 107,ASV 108,ASV 109,ASV 110,ASV 111,ASV 112,ASV 113,ASV 114,ASV 115,ASV 116,ASV 117,ASV 118,ASV 119,ASV 120,ASV 121,ASV 122,ASV 123,ASV 124,ASV 125,ASV 126,ASV 127,ASV 128,ASV 129,ASV 130,ASV 131,ASV 132,ASV 133,ASV 134,ASV 135,ASV 136,ASV 137,ASV 138,ASV 139,ASV 140,ASV 141,ASV 142,ASV 143,ASV 144,ASV 145,ASV 146,ASV 147,ASV 148,ASV 149,ASV 150
ASV 113,0.7945,0.8265299999999999,0.7594899999999999,0.76344,0.80187,0.90245,0.88596,0.89866,0.88989,0.88512,0.90351,0.81224,0.6696599999999999,0.7027399999999999,0.6889099999999999,0.69145,0.7192499999999998,0.7031199999999999,1.0284999999999997,0.98249,0.96826,0.9652200000000001,1.0111499999999998,0.97439,1.0180999999999998,1.0132199999999998,0.9949499999999999,0.9869499999999999,0.97181,1.0563799999999999,1.0306699999999998,0.9694899999999999,0.9916899999999998,0.9768,1.0255699999999996,0.9719699999999999,0.9898699999999999,1.0236499999999997,0.9637699999999999,0.9627199999999999,0.8902199999999999,0.9608099999999998,0.97287,0.94823,0.9560999999999998,0.96676,0.9691299999999999,1.0570299999999997,1.0476499999999997,1.0588999999999997,1.0240799999999999,0.9210200000000001,0.84193,0.92057,0.8832399999999999,0.9241199999999999,0.6249399999999999,0.62225,0.63415,0.62842,0.5988,0.7266699999999999,0.79951,0.6833100000000001,0.6837500000000001,0.70092,0.6814,0.70872,0.69899,0.6922900000000001,0.71813,0.69376,0.6979,0.6618,0.66981,0.7026000000000001,0.59971,0.59415,0.5731799999999999,0.5782299999999999,0.29823,0.49804,0.55853,0.5248299999999999,0.6491600000000001,0.5985799999999999,0.40465999999999996,0.39696,0.52301,0.54096,0.60445,0.54782,0.58082,0.39807,0.6008,0.5753199999999999,0.57565,0.53645,0.5292899999999999,0.53353,0.58558,0.52301,0.5465399999999999,0.5377,0.5543399999999999,0.63945,0.55538,0.54201,0.56429,0.5581699999999999,0.53083,0.33874,0.39632999999999996,0.0,0.39605,0.5486,0.6619200000000001,0.7215400000000001,0.65515,0.7419800000000001,0.5512100000000001,0.5706600000000001,0.59155,0.52344,0.6039000000000001,0.5300100000000001,0.5222300000000001,0.5232500000000001,0.5723100000000001,0.56364,0.55154,0.5969800000000001,0.5850200000000001,0.5908599999999999,0.62124,0.6184,0.5648599999999999,0.67866,0.6824200000000001,0.7331300000000002,0.7348700000000002,0.7132400000000001,0.7789200000000002,0.8016000000000002,0.82235,0.8251500000000002,0.8187500000000002,0.8026700000000001,0.7814900000000001,0.8081900000000001,0.7068600000000002
ASV 114,0.8476099999999999,0.8796399999999999,0.8125999999999999,0.81655,0.85498,0.9555600000000001,0.93907,0.95177,0.943,0.93823,0.95662,0.86535,0.72277,0.7558499999999999,0.7420199999999999,0.74456,0.7723599999999998,0.7562299999999998,1.0816099999999997,1.0355999999999999,1.0213699999999997,1.0183299999999997,1.0642599999999998,1.0274999999999996,1.0712099999999998,1.0663299999999998,1.0480599999999998,1.0400599999999998,1.0249199999999998,1.1094899999999996,1.0837799999999997,1.0225999999999997,1.0447999999999997,1.0299099999999999,1.0786799999999996,1.0250799999999998,1.0429799999999998,1.0767599999999997,1.0168799999999998,1.0158299999999998,0.9433299999999999,1.0139199999999997,1.02598,1.0013400000000001,1.0092099999999997,1.0198699999999998,1.0222399999999998,1.1101399999999997,1.1007599999999997,1.1120099999999997,1.0771899999999999,0.97413,0.89504,0.97368,0.9363499999999999,0.9772299999999999,0.6780499999999999,0.67536,0.68726,0.68153,0.65191,0.7797799999999999,0.85262,0.7364200000000001,0.7368600000000001,0.75403,0.73451,0.76183,0.7521,0.7454,0.77124,0.74687,0.75101,0.71491,0.72292,0.75571,0.65282,0.64726,0.6262899999999999,0.6313399999999999,0.41587999999999997,0.55115,0.61164,0.5779399999999999,0.7022700000000001,0.6516899999999999,0.45776999999999995,0.45006999999999997,0.57612,0.59407,0.65756,0.60093,0.63393,0.32176,0.65391,0.6284299999999999,0.62876,0.58956,0.5823999999999999,0.5866399999999999,0.63869,0.57612,0.5996499999999999,0.59081,0.6074499999999999,0.69256,0.60849,0.59512,0.6174,0.6112799999999999,0.58394,0.36311,0.44943999999999995,0.39605,0.0,0.6017100000000001,0.7150299999999999,0.77465,0.70826,0.79509,0.60432,0.6237699999999999,0.6446599999999999,0.57655,0.65701,0.5831200000000001,0.57534,0.57636,0.6254200000000001,0.6167499999999999,0.60465,0.65009,0.6381300000000001,0.64397,0.6743499999999999,0.6715099999999999,0.6179699999999999,0.7317700000000001,0.7355300000000001,0.7862400000000002,0.7879800000000002,0.7663500000000002,0.8320300000000002,0.8547100000000002,0.87546,0.8782600000000002,0.8718600000000002,0.8557800000000001,0.8346000000000001,0.8613000000000001,0.7599700000000001
ASV 115,0.81384,0.84587,0.77883,0.7827799999999999,0.82121,0.92179,0.9053,0.918,0.90923,0.90446,0.9228500000000001,0.83158,0.689,0.7220799999999999,0.7082499999999999,0.7107899999999999,0.73859,0.72246,1.0478399999999999,1.00183,0.9875999999999999,0.98456,1.03049,0.9937299999999999,1.03744,1.0325599999999997,1.0142899999999997,1.00629,0.9911499999999999,1.0757199999999998,1.0500099999999999,0.98883,1.0110299999999997,0.9961399999999999,1.0449099999999998,0.99131,1.0092099999999997,1.0429899999999999,0.98311,0.98206,0.90956,0.98015,0.9922099999999999,0.9675699999999999,0.97544,0.9860999999999999,0.9884699999999998,1.0763699999999998,1.0669899999999999,1.0782399999999999,1.0434199999999998,0.94036,0.8612700000000001,0.9399100000000001,0.90258,0.9434600000000001,0.64428,0.64159,0.65349,0.64776,0.61814,0.7460100000000001,0.8188500000000001,0.70265,0.70309,0.72026,0.70074,0.72806,0.71833,0.7116300000000001,0.7374700000000001,0.7131000000000001,0.71724,0.6811400000000001,0.68915,0.7219400000000001,0.39803,0.39247,0.37149999999999994,0.37654999999999994,0.56843,0.51738,0.35685,0.5441699999999999,0.6685,0.3968999999999999,0.5684199999999999,0.56072,0.54235,0.33928,0.40277,0.34613999999999995,0.37914,0.6037300000000001,0.39912000000000003,0.37363999999999997,0.37396999999999997,0.30504999999999993,0.29789,0.13397,0.12088,0.34135000000000004,0.21817999999999999,0.20934000000000003,0.22598000000000001,0.43777,0.35369999999999996,0.34032999999999997,0.36261,0.35649,0.55017,0.5444,0.56009,0.5486,0.6017100000000001,0.0,0.68126,0.74088,0.6744899999999999,0.76132,0.57055,0.59,0.6108899999999999,0.54278,0.62324,0.54935,0.54157,0.54259,0.59165,0.5829799999999999,0.57088,0.61632,0.60436,0.6102,0.6405799999999999,0.6377399999999999,0.5841999999999999,0.6980000000000001,0.7017600000000002,0.7524700000000001,0.7542100000000002,0.7325800000000001,0.79826,0.82094,0.8416899999999999,0.8444900000000001,0.83809,0.82201,0.80083,0.82753,0.7262000000000001
ASV 116,0.77632,0.80835,0.74131,0.7452599999999999,0.78369,0.88427,0.86778,0.88048,0.87171,0.86694,0.8853300000000001,0.79406,0.65148,0.68456,0.6707299999999999,0.6732699999999999,0.70107,0.68494,1.0103199999999997,0.9643099999999999,0.9500799999999999,0.94704,0.99297,0.9562099999999999,0.9999199999999998,0.9950399999999998,0.9767699999999998,0.96877,0.9536300000000001,1.0381999999999998,1.0124899999999997,0.95131,0.97351,0.9586199999999999,1.00739,0.95379,0.97169,1.0054699999999999,0.94559,0.94454,0.87204,0.94263,0.9546899999999999,0.9300499999999999,0.93792,0.9485799999999999,0.9509500000000001,1.0388499999999998,1.0294699999999999,1.0407199999999999,1.0059,0.90284,0.8237500000000001,0.9023900000000001,0.86506,0.9059400000000001,0.5029,0.50021,0.5121100000000001,0.50638,0.47676,0.60463,0.67747,0.56127,0.56171,0.5788800000000001,0.5593600000000001,0.58668,0.5769500000000001,0.5702500000000001,0.59609,0.5717200000000001,0.57586,0.53976,0.5477700000000001,0.5805600000000001,0.73237,0.72681,0.70584,0.71089,0.6817500000000001,0.58216,0.69119,0.6333099999999999,0.73328,0.73124,0.68174,0.6740400000000001,0.63149,0.67362,0.73711,0.68048,0.7134800000000001,0.7170500000000001,0.73346,0.70798,0.70831,0.66911,0.66195,0.6661900000000001,0.71824,0.6556700000000001,0.6792,0.6703600000000001,0.687,0.77211,0.6880400000000001,0.6746700000000001,0.6969500000000001,0.69083,0.61495,0.6577200000000001,0.6734100000000001,0.6619200000000001,0.7150299999999999,0.68126,0.0,0.39874,0.33235000000000003,0.41918,0.38125000000000003,0.56842,0.58931,0.5212,0.6016600000000001,0.52777,0.51999,0.52101,0.5700700000000001,0.5614,0.5493,0.59474,0.5827800000000001,0.6392,0.6695800000000001,0.6667399999999999,0.6132,0.66048,0.6642400000000002,0.71495,0.71669,0.69506,0.76074,0.78342,0.80417,0.8069700000000002,0.80057,0.7844900000000001,0.7633100000000002,0.7900100000000001,0.6886800000000002
ASV 117,0.83594,0.86797,0.80093,0.8048799999999999,0.84331,0.94389,0.9274,0.9401,0.93133,0.92656,0.9449500000000001,0.85368,0.7111,0.74418,0.7303499999999999,0.7328899999999999,0.76069,0.74456,1.0699399999999997,1.0239299999999998,1.0096999999999998,1.00666,1.05259,1.0158299999999998,1.05954,1.0546599999999997,1.0363899999999997,1.0283899999999997,1.0132499999999998,1.0978199999999998,1.0721099999999997,1.0109299999999999,1.0331299999999999,1.0182399999999998,1.0670099999999998,1.0134099999999997,1.0313099999999997,1.0650899999999999,1.0052100000000002,1.0041600000000002,0.93166,1.00225,1.0143099999999998,0.9896699999999999,0.99754,1.0081999999999998,1.0105699999999997,1.0984699999999998,1.08909,1.1003399999999999,1.0655199999999998,0.96246,0.8833700000000001,0.9620100000000001,0.9246800000000001,0.9655600000000001,0.5625199999999999,0.5598299999999999,0.57173,0.566,0.53638,0.66425,0.73709,0.62089,0.62133,0.6385,0.61898,0.6463,0.63657,0.62987,0.65571,0.63134,0.6354799999999999,0.59938,0.60739,0.6401800000000001,0.79199,0.78643,0.7654599999999999,0.7705099999999999,0.7413700000000001,0.64178,0.75081,0.6929299999999999,0.7929,0.7908599999999999,0.74136,0.7336600000000001,0.69111,0.73324,0.79673,0.7401000000000001,0.7731000000000001,0.7766700000000001,0.79308,0.7676000000000001,0.76793,0.72873,0.7215699999999999,0.7258100000000001,0.77786,0.7152900000000001,0.73882,0.7299800000000001,0.7466200000000001,0.83173,0.7476600000000001,0.7342900000000001,0.7565700000000001,0.75045,0.67457,0.7173400000000001,0.7330300000000001,0.7215400000000001,0.77465,0.74088,0.39874,0.0,0.29228999999999994,0.37912,0.44086999999999993,0.6280399999999999,0.64893,0.5808199999999999,0.6612799999999999,0.5873900000000001,0.57961,0.58063,0.62969,0.6210199999999999,0.6089199999999999,0.6543599999999998,0.6423999999999999,0.69882,0.7291999999999998,0.7263599999999999,0.67282,0.7201,0.7238600000000002,0.77457,0.7763100000000001,0.75468,0.82036,0.84304,0.8637900000000001,0.8665900000000002,0.86019,0.8441100000000001,0.8229300000000002,0.8496300000000001,0.7483
ASV 118,0.76955,0.8015799999999998,0.7345399999999999,0.73849,0.7769199999999999,0.8775,0.8610099999999999,0.87371,0.8649399999999999,0.86017,0.87856,0.7872899999999999,0.6447099999999999,0.6777899999999999,0.6639599999999999,0.6664999999999999,0.6942999999999998,0.6781699999999998,1.00355,0.95754,0.94331,0.94027,0.9861999999999999,0.94944,0.9931499999999999,0.9882699999999999,0.9699999999999999,0.9619999999999999,0.9468599999999999,1.0314299999999998,1.00572,0.94454,0.9667399999999998,0.95185,1.0006199999999998,0.9470199999999999,0.9649199999999999,0.9986999999999998,0.9388199999999999,0.9377699999999999,0.8652699999999999,0.9358599999999998,0.94792,0.92328,0.9311499999999998,0.9418099999999999,0.9441799999999999,1.0320799999999997,1.0226999999999997,1.0339499999999997,0.99913,0.89607,0.8169799999999999,0.89562,0.8582899999999999,0.8991699999999999,0.49612999999999996,0.49344,0.50534,0.49960999999999994,0.46998999999999996,0.59786,0.6707000000000001,0.5545,0.55494,0.57211,0.55259,0.5799099999999999,0.57018,0.5634800000000001,0.58932,0.5649500000000001,0.56909,0.53299,0.541,0.57379,0.7255999999999999,0.7200399999999999,0.69907,0.70412,0.67498,0.57539,0.6844199999999999,0.6265399999999999,0.72651,0.72447,0.67497,0.66727,0.6247199999999999,0.6668499999999999,0.73034,0.6737099999999999,0.70671,0.7102799999999999,0.72669,0.70121,0.7015399999999999,0.6623399999999999,0.65518,0.65942,0.7114699999999999,0.6489,0.67243,0.66359,0.68023,0.76534,0.68127,0.6679,0.69018,0.68406,0.60818,0.65095,0.66664,0.65515,0.70826,0.6744899999999999,0.33235000000000003,0.29228999999999994,0.0,0.25599,0.37448,0.56165,0.58254,0.5144299999999999,0.5948899999999999,0.521,0.51322,0.51424,0.5633,0.5546300000000001,0.54253,0.5879699999999999,0.5760099999999999,0.6324299999999999,0.6628099999999999,0.65997,0.6064299999999999,0.65371,0.6574700000000001,0.70818,0.7099200000000001,0.6882900000000001,0.75397,0.7766500000000001,0.7974000000000001,0.8002000000000002,0.7938000000000001,0.7777200000000002,0.75654,0.7832400000000002,0.68191
ASV 119,0.85638,0.88841,0.82137,0.8253199999999999,0.86375,0.9643300000000001,0.94784,0.9605400000000001,0.9517700000000001,0.9470000000000001,0.9653900000000001,0.8741200000000001,0.73154,0.76462,0.75079,0.7533299999999999,0.78113,0.765,1.0903799999999997,1.0443699999999998,1.0301399999999998,1.0271,1.07303,1.0362699999999998,1.0799799999999997,1.0750999999999997,1.0568299999999997,1.04883,1.0336899999999998,1.1182599999999998,1.0925499999999997,1.03137,1.05357,1.0386799999999998,1.0874499999999998,1.03385,1.0517499999999997,1.0855299999999997,1.02565,1.0246,0.9521000000000001,1.0226899999999999,1.0347499999999998,1.0101099999999998,1.0179799999999999,1.0286399999999998,1.0310099999999998,1.1189099999999998,1.10953,1.1207799999999999,1.0859599999999998,0.9829,0.9038100000000001,0.9824500000000002,0.9451200000000001,0.9860000000000001,0.5829599999999999,0.58027,0.59217,0.58644,0.55682,0.68469,0.75753,0.6413300000000001,0.64177,0.65894,0.63942,0.66674,0.65701,0.65031,0.67615,0.65178,0.65592,0.61982,0.62783,0.6606200000000001,0.81243,0.80687,0.7858999999999999,0.7909499999999999,0.7618100000000001,0.66222,0.77125,0.71337,0.8133400000000001,0.8112999999999999,0.7618,0.7541000000000001,0.71155,0.75368,0.8171700000000001,0.7605400000000001,0.7935400000000001,0.7971100000000001,0.81352,0.7880400000000001,0.7883700000000001,0.74917,0.74201,0.7462500000000001,0.7983,0.7357300000000001,0.75926,0.75042,0.76706,0.85217,0.7681000000000001,0.7547300000000001,0.7770100000000001,0.77089,0.69501,0.7377800000000001,0.7534700000000001,0.7419800000000001,0.79509,0.76132,0.41918,0.37912,0.25599,0.0,0.46131,0.64848,0.66937,0.60126,0.6817200000000001,0.6078300000000001,0.60005,0.60107,0.6501300000000001,0.6414599999999999,0.62936,0.6748000000000001,0.6628400000000001,0.71926,0.7496400000000001,0.7467999999999999,0.69326,0.74054,0.7443000000000002,0.79501,0.7967500000000001,0.77512,0.8408,0.86348,0.8842300000000001,0.8870300000000002,0.88063,0.8645500000000002,0.8433700000000002,0.8700700000000001,0.7687400000000002
ASV 120,0.66561,0.6976399999999999,0.6305999999999999,0.63455,0.67298,0.77356,0.75707,0.7697700000000001,0.761,0.7562300000000001,0.7746200000000001,0.68335,0.54077,0.57385,0.56002,0.56256,0.59036,0.57423,0.8996099999999999,0.8536,0.8393700000000001,0.8363300000000001,0.8822600000000002,0.8455,0.88921,0.88433,0.8660599999999999,0.8580599999999999,0.8429200000000002,0.92749,0.9017799999999999,0.8406000000000001,0.8627999999999999,0.84791,0.89668,0.8430800000000002,0.86098,0.8947600000000001,0.83488,0.83383,0.7613300000000001,0.8319200000000001,0.8439800000000001,0.8193400000000001,0.8272100000000001,0.83787,0.84024,0.9281400000000001,0.9187599999999999,0.9300100000000001,0.89519,0.7921300000000001,0.71304,0.79168,0.7543500000000002,0.7952300000000002,0.39219,0.38949999999999996,0.4013999999999999,0.39567,0.36605000000000004,0.49391999999999997,0.56676,0.45056,0.451,0.46817000000000003,0.44865000000000005,0.47597000000000006,0.46624000000000004,0.45954,0.48538,0.46101,0.46515,0.42905,0.43706000000000006,0.46985000000000005,0.62166,0.6161,0.59513,0.60018,0.5710400000000001,0.47145,0.58048,0.5226000000000001,0.6225700000000001,0.62053,0.57103,0.56333,0.5207800000000001,0.56291,0.6264000000000001,0.56977,0.60277,0.6063400000000001,0.62275,0.5972700000000001,0.5976,0.5584,0.5512400000000001,0.5554800000000001,0.60753,0.5449600000000001,0.56849,0.5596500000000001,0.5762900000000001,0.6614000000000001,0.5773300000000001,0.5639600000000001,0.5862400000000001,0.5801200000000001,0.50424,0.5470100000000001,0.5627,0.5512100000000001,0.60432,0.57055,0.38125000000000003,0.44086999999999993,0.37448,0.46131,0.0,0.45770999999999995,0.4785999999999999,0.41049,0.49095,0.41706,0.40928,0.4103,0.45936,0.45069000000000004,0.43859000000000004,0.48402999999999996,0.47207,0.5284899999999999,0.55887,0.5560299999999999,0.5024899999999999,0.54977,0.5535300000000001,0.6042400000000001,0.6059800000000002,0.5843500000000001,0.6500300000000001,0.6727100000000001,0.69346,0.6962600000000001,0.6898600000000001,0.67378,0.6526000000000001,0.6793,0.5779700000000001
ASV 121,0.701,0.73303,0.66599,0.66994,0.70837,0.8089500000000001,0.79246,0.80516,0.79639,0.79162,0.81001,0.71874,0.57616,0.60924,0.59541,0.59795,0.6257499999999999,0.6096199999999999,0.9349999999999999,0.8889900000000001,0.8747600000000001,0.8717199999999999,0.91765,0.8808900000000001,0.9246,0.91972,0.90145,0.89345,0.87831,0.9628800000000001,0.93717,0.8759899999999999,0.8981899999999999,0.8833000000000001,0.9320700000000001,0.87847,0.89637,0.9301499999999999,0.87027,0.86922,0.79672,0.8673099999999999,0.8793699999999999,0.8547299999999999,0.8625999999999999,0.87326,0.87563,0.9635299999999999,0.9541499999999999,0.9653999999999999,0.9305800000000001,0.8275200000000001,0.74843,0.8270700000000001,0.78974,0.83062,0.53144,0.52875,0.54065,0.53492,0.5053,0.63317,0.70601,0.5898100000000001,0.59025,0.6074200000000001,0.5879000000000001,0.61522,0.6054900000000001,0.5987900000000002,0.62463,0.6002600000000001,0.6044,0.5683,0.5763100000000001,0.6091000000000001,0.64111,0.63555,0.6145799999999999,0.61963,0.59049,0.4909,0.59993,0.54205,0.64202,0.6399799999999999,0.59048,0.58278,0.5402300000000001,0.58236,0.64585,0.58922,0.62222,0.6257900000000001,0.6422,0.61672,0.61705,0.57785,0.5706899999999999,0.5749299999999999,0.62698,0.5644100000000001,0.58794,0.5791,0.5957399999999999,0.68085,0.59678,0.58341,0.6056900000000001,0.5995699999999999,0.52369,0.56646,0.58215,0.5706600000000001,0.6237699999999999,0.59,0.56842,0.6280399999999999,0.56165,0.64848,0.45770999999999995,0.0,0.11833,0.16498000000000002,0.41413999999999995,0.30367,0.29589,0.29691,0.38254999999999995,0.37388,0.36178,0.4072199999999999,0.39525999999999994,0.54794,0.57832,0.5754799999999999,0.52194,0.58516,0.5889200000000001,0.63963,0.6413700000000001,0.6197400000000001,0.6854200000000001,0.7081000000000002,0.7288500000000001,0.7316500000000002,0.7252500000000002,0.7091700000000002,0.6879900000000002,0.7146900000000002,0.6133600000000001
ASV 122,0.7218899999999999,0.75392,0.6868799999999999,0.6908299999999999,0.72926,0.82984,0.81335,0.82605,0.81728,0.81251,0.8309,0.73963,0.5970499999999999,0.6301299999999999,0.6162999999999998,0.6188399999999998,0.6466399999999999,0.6305099999999999,0.95589,0.9098799999999999,0.89565,0.89261,0.93854,0.9017799999999999,0.94549,0.9406099999999998,0.9223399999999998,0.9143399999999998,0.8991999999999999,0.9837699999999999,0.95806,0.89688,0.91908,0.9041899999999999,0.9529599999999999,0.89936,0.9172600000000001,0.95104,0.8911599999999998,0.8901099999999998,0.8176100000000001,0.8882,0.90026,0.87562,0.88349,0.8941499999999999,0.8965199999999999,0.98442,0.9750399999999998,0.98629,0.9514699999999999,0.84841,0.7693199999999999,0.8479599999999999,0.8106300000000001,0.8515100000000001,0.55233,0.54964,0.56154,0.55581,0.5261899999999999,0.65406,0.7269000000000001,0.6107,0.61114,0.62831,0.60879,0.63611,0.62638,0.6196800000000001,0.64552,0.6211500000000001,0.62529,0.58919,0.5972000000000001,0.62999,0.6619999999999999,0.6564399999999999,0.63547,0.64052,0.61138,0.51179,0.6208199999999999,0.5629399999999999,0.66291,0.66087,0.61137,0.6036699999999999,0.56112,0.60325,0.66674,0.6101099999999999,0.64311,0.6466799999999999,0.66309,0.63761,0.63794,0.5987399999999999,0.59158,0.59582,0.64787,0.5853,0.60883,0.59999,0.61663,0.70174,0.61767,0.6043000000000001,0.62658,0.62046,0.54458,0.58735,0.60304,0.59155,0.6446599999999999,0.6108899999999999,0.58931,0.64893,0.58254,0.66937,0.4785999999999999,0.11833,0.0,0.18586999999999998,0.43503000000000003,0.32456,0.31678,0.3178,0.40344,0.39476999999999995,0.38267000000000007,0.42811,0.41615,0.56883,0.59921,0.59637,0.5428299999999999,0.6060500000000001,0.6098100000000002,0.6605200000000001,0.6622600000000002,0.6406300000000001,0.7063100000000001,0.7289900000000001,0.7497400000000001,0.7525400000000002,0.7461400000000001,0.7300600000000002,0.7088800000000002,0.7355800000000001,0.6342500000000001
ASV 123,0.65378,0.6858099999999999,0.6187699999999999,0.6227199999999999,0.66115,0.76173,0.74524,0.7579400000000001,0.74917,0.7444000000000001,0.7627900000000001,0.67152,0.52894,0.56202,0.54819,0.5507299999999999,0.57853,0.5624,0.8877799999999999,0.84177,0.82754,0.8245000000000001,0.8704300000000001,0.83367,0.8773799999999999,0.8724999999999999,0.8542299999999999,0.8462300000000001,0.8310900000000001,0.91566,0.8899499999999999,0.8287700000000001,0.8509699999999999,0.83608,0.88485,0.83125,0.8491500000000002,0.8829300000000001,0.82305,0.822,0.7495,0.8200900000000001,0.8321500000000001,0.8075100000000001,0.8153800000000001,0.82604,0.82841,0.9163100000000001,0.9069299999999999,0.9181800000000001,0.88336,0.7803000000000001,0.70121,0.77985,0.7425200000000002,0.7834000000000002,0.48422,0.48153,0.4934299999999999,0.4876999999999999,0.45807999999999993,0.5859500000000001,0.6587900000000001,0.54259,0.5430299999999999,0.5602,0.5406799999999999,0.5680000000000001,0.55827,0.55157,0.5774100000000001,0.5530400000000001,0.5571800000000001,0.52108,0.5290900000000001,0.5618800000000002,0.59389,0.58833,0.56736,0.57241,0.54327,0.44367999999999996,0.5527099999999999,0.49483000000000005,0.5948,0.59276,0.54326,0.53556,0.49301,0.5351400000000001,0.59863,0.542,0.5750000000000001,0.57857,0.5949800000000001,0.5695,0.5698300000000001,0.5306299999999999,0.52347,0.52771,0.57976,0.51719,0.54072,0.53188,0.54852,0.63363,0.54956,0.53619,0.55847,0.55235,0.47647,0.51924,0.53493,0.52344,0.57655,0.54278,0.5212,0.5808199999999999,0.5144299999999999,0.60126,0.41049,0.16498000000000002,0.18586999999999998,0.0,0.36692,0.25645,0.24867,0.24969000000000002,0.33533,0.32665999999999995,0.31456000000000006,0.36,0.34804,0.5007199999999999,0.5311,0.52826,0.4747199999999999,0.5379400000000001,0.5417000000000002,0.5924100000000001,0.5941500000000002,0.5725200000000001,0.6382000000000001,0.6608800000000001,0.6816300000000001,0.6844300000000002,0.6780300000000001,0.6619500000000001,0.6407700000000002,0.6674700000000001,0.5661400000000001
ASV 124,0.73424,0.7662699999999999,0.6992299999999999,0.7031799999999999,0.74161,0.84219,0.8257,0.8384,0.82963,0.82486,0.84325,0.75198,0.6093999999999999,0.6424799999999999,0.6286499999999999,0.6311899999999999,0.6589899999999999,0.6428599999999999,0.9682399999999999,0.92223,0.908,0.9049600000000001,0.9508900000000001,0.91413,0.9578399999999999,0.9529599999999999,0.9346899999999999,0.9266899999999999,0.91155,0.99612,0.9704099999999999,0.9092300000000001,0.9314299999999999,0.91654,0.96531,0.9117099999999999,0.9296099999999999,0.9633899999999999,0.9035099999999999,0.9024599999999999,0.8299599999999999,0.9005499999999999,0.91261,0.88797,0.8958399999999999,0.9065,0.90887,0.9967699999999998,0.9873899999999999,0.9986399999999999,0.96382,0.8607600000000001,0.78167,0.86031,0.8229799999999999,0.86386,0.56468,0.56199,0.57389,0.56816,0.5385399999999999,0.6664100000000001,0.7392500000000001,0.6230500000000001,0.62349,0.64066,0.62114,0.64846,0.63873,0.6320300000000001,0.6578700000000001,0.6335000000000001,0.63764,0.6015400000000001,0.60955,0.6423400000000001,0.67435,0.66879,0.64782,0.65287,0.62373,0.52414,0.63317,0.57529,0.6752600000000001,0.6732199999999999,0.62372,0.61602,0.5734699999999999,0.6156,0.6790900000000001,0.62246,0.65546,0.65903,0.67544,0.64996,0.65029,0.61109,0.60393,0.60817,0.66022,0.59765,0.62118,0.61234,0.62898,0.71409,0.63002,0.61665,0.63893,0.63281,0.55693,0.5997,0.61539,0.6039000000000001,0.65701,0.62324,0.6016600000000001,0.6612799999999999,0.5948899999999999,0.6817200000000001,0.49095,0.41413999999999995,0.43503000000000003,0.36692,0.0,0.37349000000000004,0.36571000000000004,0.36673,0.32095,0.31228,0.30018,0.34562,0.33366,0.58118,0.61156,0.6087199999999999,0.55518,0.6184000000000001,0.6221600000000002,0.6728700000000001,0.6746100000000002,0.6529800000000001,0.7186600000000001,0.7413400000000001,0.76209,0.7648900000000002,0.7584900000000001,0.7424100000000001,0.7212300000000001,0.7479300000000001,0.6466000000000002
